,Candidate,Constituency,Criminal Case,Education,Assets,Liabilities,Party,Total Assets,Male,Serious Criminal Case,Crorepati,Graduate or Above
341,Vala Hamir Makvana,KHAMBHALIA,0,8th Pass,172278.0, 0,IND,"Rs 1,72,278 ~ 1 Lacs+",1,0,0,0
342,Solanki Govind Hamirbhai,KHAMBHALIA,0,8th Pass,177000.0, 0,BSP,"Rs 1,77,000 ~ 1 Lacs+",1,0,0,0
343,Nangesh Karsan Jeshabhai,KHAMBHALIA,0,10th Pass,2452100.0, 1300000,IND,"Rs 24,52,100 ~ 24 Lacs+",1,0,0,0
344,Nurmamad Jusab Pariyani,KHAMBHALIA,0,Literate,3377542.0, 0,IND,"Rs 33,77,542 ~ 33 Lacs+",1,0,0,0
345,Chetariya Lakhubhai Lagdhirbhai,KHAMBHALIA,0,12th Pass,8332800.0, 1030000,Gujarat Nav Nirman Sena,"Rs 83,32,800 ~ 83 Lacs+",1,0,0,0
346,Isudan Gadhvi,KHAMBHALIA,2,Post Graduate,11086459.0, 5045481,AAP,"Rs 1,10,86,459 ~ 1 Crore+",1,1,1,1
347,Ayar Mulubhai Hardasbhai Bera,KHAMBHALIA,0,10th Pass,59358379.0, 282478,BJP,"Rs 5,93,58,379 ~ 5 Crore+",1,0,1,0
348,Ahir Vikrambhai Arjanbhai Maadam,KHAMBHALIA,0,Graduate,72076653.0, 4154125,INC,"Rs 7,20,76,653 ~ 7 Crore+",1,0,1,1
349,Sosa Balubhai Pithabhai,KODINAR (SC),0,8th Pass,292000.0, 0,BSP,"Rs 2,92,000 ~ 2 Lacs+",1,0,0,0
350,Vadhel Dipsinh Govindbhai,KODINAR (SC),0,12th Pass,310500.0, 0,IND,"Rs 3,10,500 ~ 3 Lacs+",1,0,0,0
351,Valjibhai Karshanbhai Makvana,KODINAR (SC),0,10th Pass,1422557.0, 0,AAP,"Rs 14,22,557 ~ 14 Lacs+",1,0,0,0
352,Makvana Maheshbhai Jethabhai,KODINAR (SC),6,8th Pass,7995960.0, 0,INC,"Rs 79,95,960 ~ 79 Lacs+",1,1,0,0
353,Pradyuman Ganubhai Vaja,KODINAR (SC),0,Post Graduate,56335891.0, 0,BJP,"Rs 5,63,35,891 ~ 5 Crore+",1,0,1,1
354,Anand Krashnakant Buch,KUTIYANA,1,8th Pass,20000.0, 0,IND,"Rs 20,000 ~ 20 Thou+",1,1,0,0
355,Milankumar Madhavji Chauhan,KUTIYANA,0,12th Pass,50000.0, 0,IND,"Rs 50,000 ~ 50 Thou+",1,0,0,0
356,Mukeshbhai Lakhaman Vaghasiya,KUTIYANA,0,8th Pass,50000.0, 0,IND,"Rs 50,000 ~ 50 Thou+",1,0,0,0
357,Chandulal Mohanbhai Rathod,KUTIYANA,0,5th Pass,90000.0, 0,IND,"Rs 90,000 ~ 90 Thou+",1,0,0,0
358,Ajay Karabhai Odedara,KUTIYANA,0,12th Pass,100000.0, 0,IND,"Rs 1,00,000 ~ 1 Lacs+",1,0,0,0
359,Rajeshbhai Laxmidas Madlani,KUTIYANA,0,8th Pass,220000.0, 0,IND,"Rs 2,20,000 ~ 2 Lacs+",1,0,0,0
360,Nimeshbhai Mansukhbhai Bhundiya,KUTIYANA,1,8th Pass,250000.0, 40000,IND,"Rs 2,50,000 ~ 2 Lacs+",1,0,0,0
361,Prakashbhai Madhavjibhai Jungi,KUTIYANA,0,8th Pass,1670000.0, 0,IND,"Rs 16,70,000 ~ 16 Lacs+",1,0,0,0
362,Butani Rajeshbhai Maganbhai,KUTIYANA,0,10th Pass,6384000.0, 1800000,Rashtriya Hind Ekta Dal,"Rs 63,84,000 ~ 63 Lacs+",1,0,0,0
363,Bhimabhai Danabhai Makvana,KUTIYANA,0,Literate,10325931.0, 531526,AAP,"Rs 1,03,25,931 ~ 1 Crore+",1,0,1,0
364,Dheliben Maldebhai Odedara,KUTIYANA,0,10th Pass,36300000.0, 0,BJP,"Rs 3,63,00,000 ~ 3 Crore+",0,0,1,0
365,Nathabhai Bhurabhai Odedara,KUTIYANA,1,8th Pass,71192800.0, 1030199,INC,"Rs 7,11,92,800 ~ 7 Crore+",1,0,1,0
366,Kandhalbhai Sarmanbhai Jadeja,KUTIYANA,2,8th Pass,209403859.0, 3808441,SP,"Rs 20,94,03,859 ~ 20 Crore+",1,1,1,0
367,J.R.Parmar,LATHI,3,5th Pass,371000.0, 0,Right to Recall Party,"Rs 3,71,000 ~ 3 Lacs+",1,0,0,0
368,Dilabhai Koreja,LATHI,1,5th Pass,948535.0, 50000,IND,"Rs 9,48,535 ~ 9 Lacs+",1,0,0,0
369,Munabhai Nakubhai Bavaliya,LATHI,0,5th Pass,5448463.0, 2771000,IND,"Rs 54,48,463 ~ 54 Lacs+",1,0,0,0
370,Jagdishchandra Mayani,LATHI,0,8th Pass,6455000.0, 682000,Vyavastha Parivartan Party,"Rs 64,55,000 ~ 64 Lacs+",1,0,0,0
371,Jayshukhbhai Ravajibhai Detroja (Doli),LATHI,0,5th Pass,70271055.0, 137173152,AAP,"Rs 7,02,71,055 ~ 7 Crore+",1,0,1,0
372,Virjibhai Thummar,LATHI,1,Graduate,110037814.0, 94174092,INC,"Rs 11,00,37,814 ~ 11 Crore+",1,1,1,1
373,Janakbhai Talaviya,LATHI,1,12th Pass,581385657.0, 41601070,BJP,"Rs 58,13,85,657 ~ 58 Crore+",1,1,1,0
374,Rashid Dadamiya Shaikh,LIMBAYAT,0,8th Pass,8000.0, 0,IND,"Rs 8,000 ~ 8 Thou+",1,0,0,0
375,Sabirabibi Mohammad Yusuf Shaikh,LIMBAYAT,0,Literate,15000.0, 0,IND,"Rs 15,000 ~ 15 Thou+",0,0,0,0
376,Hameed Madhavsang Rana,LIMBAYAT,0,8th Pass,16912.0, 0,IND,"Rs 16,912 ~ 16 Thou+",1,0,0,0
377,Sayarabanu Hamid Rana,LIMBAYAT,0,8th Pass,16912.0, 0,IND,"Rs 16,912 ~ 16 Thou+",0,0,0,0
378,Nasirshaha Naththushaha,LIMBAYAT,0,5th Pass,17000.0, 0,IND,"Rs 17,000 ~ 17 Thou+",1,0,0,0
379,Irfankhan Pathan,LIMBAYAT,0,5th Pass,20000.0, 0,IND,"Rs 20,000 ~ 20 Thou+",1,0,0,0
380,Khalik Yusuf Shaikh,LIMBAYAT,0,Illiterate,20000.0, 0,IND,"Rs 20,000 ~ 20 Thou+",1,0,0,0
381,Shah Samir Shaikhlal,LIMBAYAT,0,5th Pass,20000.0, 0,IND,"Rs 20,000 ~ 20 Thou+",1,0,0,0
382,Imrankhan Shokat Khan,LIMBAYAT,0,Illiterate,21000.0, 0,IND,"Rs 21,000 ~ 21 Thou+",1,0,0,0
383,Shaikh Yusuf,LIMBAYAT,0,8th Pass,22000.0, 0,IND,"Rs 22,000 ~ 22 Thou+",1,0,0,0
384,Ramjubhai Shaikh,LIMBAYAT,0,Illiterate,23000.0, 0,IND,"Rs 23,000 ~ 23 Thou+",1,0,0,0
385,Azim Saiyad,LIMBAYAT,0,5th Pass,23800.0, 0,IND,"Rs 23,800 ~ 23 Thou+",1,0,0,0
386,Patel Aamin Abdul Ghafar,LIMBAYAT,0,8th Pass,24000.0, 0,IND,"Rs 24,000 ~ 24 Thou+",1,0,0,0
387,Shah Aiyub,LIMBAYAT,0,Illiterate,24000.0, 0,IND,"Rs 24,000 ~ 24 Thou+",1,0,0,0
388,Javid Shaikh,LIMBAYAT,0,Illiterate,25000.0, 0,IND,"Rs 25,000 ~ 25 Thou+",1,0,0,0
389,Nasrinbano Shaikh,LIMBAYAT,0,Illiterate,25000.0, 0,IND,"Rs 25,000 ~ 25 Thou+",0,0,0,0
390,Mohshin Shah,LIMBAYAT,0,Illiterate,29000.0, 0,IND,"Rs 29,000 ~ 29 Thou+",1,0,0,0
391,Pathan Bashirkhan,LIMBAYAT,0,5th Pass,29000.0, 0,IND,"Rs 29,000 ~ 29 Thou+",1,0,0,0
392,Shaikh Salman,LIMBAYAT,0,5th Pass,30000.0, 0,IND,"Rs 30,000 ~ 30 Thou+",1,0,0,0
393,Hamid Shaikh,LIMBAYAT,1,Illiterate,43000.0, 0,IND,"Rs 43,000 ~ 43 Thou+",1,1,0,0
394,Mohammad Nafis Islam Khan,LIMBAYAT,0,Illiterate,45217.0, 0,IND,"Rs 45,217 ~ 45 Thou+",1,0,0,0
395,Saiyad Suraiya Latif,LIMBAYAT,0,Literate,51000.0, 0,IND,"Rs 51,000 ~ 51 Thou+",0,0,0,0
396,Faruk Khan,LIMBAYAT,0,8th Pass,75000.0, 0,IND,"Rs 75,000 ~ 75 Thou+",1,0,0,0
397,Shaikh Subhan Abudulla,LIMBAYAT,0,Literate,80000.0, 0,SP,"Rs 80,000 ~ 80 Thou+",1,0,0,0
398,Vasim Shaikh,LIMBAYAT,0,Illiterate,95000.0, 0,IND,"Rs 95,000 ~ 95 Thou+",1,0,0,0
399,Saiyad Mehmud,LIMBAYAT,0,8th Pass,120000.0, 0,IND,"Rs 1,20,000 ~ 1 Lacs+",1,0,0,0
400,Ramzan Mansuri (Varisht Partrakar),LIMBAYAT,0,10th Pass,123000.0, 0,Log Party,"Rs 1,23,000 ~ 1 Lacs+",1,0,0,0
401,Ayaz Kazi,LIMBAYAT,0,Illiterate,140000.0, 37980,BSP,"Rs 1,40,000 ~ 1 Lacs+",1,0,0,0
402,Shah Firoj Supadubhai,LIMBAYAT,0,5th Pass,151000.0, 0,IND,"Rs 1,51,000 ~ 1 Lacs+",1,0,0,0
403,Abdul Bashir Shaikh,LIMBAYAT,2,5th Pass,180510.0, 0,All India Majlis-E-Ittehadul Muslimeen,"Rs 1,80,510 ~ 1 Lacs+",1,0,0,0
404,Anishaben Kureshi,LIMBAYAT,0,Literate,199500.0, 0,IND,"Rs 1,99,500 ~ 1 Lacs+",0,0,0,0
405,Sami Akhtar Isaf Mohammad Shaikh,LIMBAYAT,0,5th Pass,275000.0, 0,IND,"Rs 2,75,000 ~ 2 Lacs+",1,0,0,0
406,Bharatbhai B. Patel,LIMBAYAT,0,5th Pass,415000.0, 0,CPI(M),"Rs 4,15,000 ~ 4 Lacs+",1,0,0,0
407,Gopal D. Patil,LIMBAYAT,0,8th Pass,450000.0, 0,INC,"Rs 4,50,000 ~ 4 Lacs+",1,0,0,0
408,Raybole Panjab,LIMBAYAT,0,10th Pass,506000.0, 0,IND,"Rs 5,06,000 ~ 5 Lacs+",1,0,0,0
409,Rani Aziz Shaikh,LIMBAYAT,0,10th Pass,559500.0, 0,Rashtriya Samaj Paksha,"Rs 5,59,500 ~ 5 Lacs+",0,0,0,0
410,Wasim Kareem Shaikh,LIMBAYAT,4,Literate,642000.0, 32216,IND,"Rs 6,42,000 ~ 6 Lacs+",1,1,0,0
411,Ram Murat Maurya (Comrade),LIMBAYAT,0,10th Pass,669233.0, 0,SUCI(C),"Rs 6,69,233 ~ 6 Lacs+",1,0,0,0
412,Farukhasha Shabbirsha,LIMBAYAT,0,5th Pass,701028.0, 123819,IND,"Rs 7,01,028 ~ 7 Lacs+",1,0,0,0
413,Rekhaben Satishbhai Patel,LIMBAYAT,0,Illiterate,1095000.0, 70000,IND,"Rs 10,95,000 ~ 10 Lacs+",0,0,0,0
414,Arun Pathak (Gabbar),LIMBAYAT,4,Others,1917542.0, 0,IND,"Rs 19,17,542 ~ 19 Lacs+",1,1,0,0
415,Pankajbhai Tayade,LIMBAYAT,1,8th Pass,2021227.0, 0,AAP,"Rs 20,21,227 ~ 20 Lacs+",1,0,0,0
416,Akram Vahidulla Ansari,LIMBAYAT,12,Literate,14151000.0, 0,IND,"Rs 1,41,51,000 ~ 1 Crore+",1,1,1,0
417,Sangitaben Rajendra Patil,LIMBAYAT,0,Graduate,21066861.0, 4332129,BJP,"Rs 2,10,66,861 ~ 2 Crore+",0,0,1,1
418,Parmar Dilipbhai Mohanbhai,LIMBDI,0,10th Pass,26000.0, 0,IND,"Rs 26,000 ~ 26 Thou+",1,0,0,0
419,Dhoriya Rameshbhai Bhavabhai,LIMBDI,0,8th Pass,40000.0, 0,IND,"Rs 40,000 ~ 40 Thou+",1,0,0,0
420,Rathod Yogeshbhai Jethabhai,LIMBDI,0,5th Pass,52000.0, 0,IND,"Rs 52,000 ~ 52 Thou+",1,0,0,0
421,Chavda Mahendrakumar Maganbhai,LIMBDI,1,Graduate Professional,60000.0, 0,IND,"Rs 60,000 ~ 60 Thou+",1,0,0,1
422,Makwana Prakashbhai Pitambarbhai,LIMBDI,1,8th Pass,60000.0, 0,IND,"Rs 60,000 ~ 60 Thou+",1,0,0,0
423,Lakhmanbhai Chaturbhai Velani,LIMBDI,1,Illiterate,70721.0, 0,IND,"Rs 70,721 ~ 70 Thou+",1,0,0,0
424,Makvana Maheshbhai Merabhai,LIMBDI,1,10th Pass,76500.0, 0,IND,"Rs 76,500 ~ 76 Thou+",1,0,0,0
425,Rahulbhai Madhabhai Zarmariya,LIMBDI,0,10th Pass,106000.0, 0,IND,"Rs 1,06,000 ~ 1 Lacs+",1,0,0,0
426,Mavjibhai Viththalbhai Panchala,LIMBDI,0,Illiterate,151000.0, 0,IND,"Rs 1,51,000 ~ 1 Lacs+",1,0,0,0
427,Gabu Nagjibhai Mohanbhai,LIMBDI,0,5th Pass,738569.0, 300000,Rashtra Nirman Party,"Rs 7,38,569 ~ 7 Lacs+",1,0,0,0
428,Mayurbhai Merabhai Sakariya,LIMBDI,1,12th Pass,969000.0, 0,AAP,"Rs 9,69,000 ~ 9 Lacs+",1,0,0,0
429,Jayesh Hansrajbhai Thakor (Tamboliya),LIMBDI,2,10th Pass,1385000.0, 2000000,IND,"Rs 13,85,000 ~ 13 Lacs+",1,1,0,0
430,Rajesh Dalal,LIMBDI,1,10th Pass,1708272.0, 0,Garvi Gujarat Party,"Rs 17,08,272 ~ 17 Lacs+",1,0,0,0
431,Kalpanaben Bijalbhai Dhoriya,LIMBDI,0,Graduate Professional,11598307.0, 7448813,INC,"Rs 1,15,98,307 ~ 1 Crore+",0,0,1,1
432,Kiritsinh Jitubha Rana,LIMBDI,0,10th Pass,21347937.0, 0,BJP,"Rs 2,13,47,937 ~ 2 Crore+",1,0,1,0
433,Gopalbhai Gabhabhai Joliya,MAHUVA,0,Graduate Professional,20000.0, 0,IND,"Rs 20,000 ~ 20 Thou+",1,0,0,1
434,Nanjibhai Harasurbhai Baraiya (Nanjibhai Baraiya),MAHUVA,2,5th Pass,25000.0, 0,IND,"Rs 25,000 ~ 25 Thou+",1,1,0,0
435,Mahebubbhai Alarakhbhai Shekh,MAHUVA,0,5th Pass,242000.0, 0,IND,"Rs 2,42,000 ~ 2 Lacs+",1,0,0,0
436,Sankhat Savjibhai Bhagvanbhai (Koli Savaram Sankhat),MAHUVA,0,Literate,265000.0, 0,Vyavastha Parivartan Party,"Rs 2,65,000 ~ 2 Lacs+",1,0,0,0
437,Hojefa Ikbalbhai Hingora,MAHUVA,0,5th Pass,291000.0, 50000,IND,"Rs 2,91,000 ~ 2 Lacs+",1,0,0,0
438,Dr. Kanubhai V. Kalsaria,MAHUVA,2,Post Graduate,1489046.0, 0,INC,"Rs 14,89,046 ~ 14 Lacs+",1,1,0,1
439,Solanki Arvindbhai Nathabhai,MAHUVA,0,Graduate,2592500.0, 1300000,Rashtriya Hind Ekta Dal,"Rs 25,92,500 ~ 25 Lacs+",1,0,0,1
440,Ashokbhai Mangalbhai Joliya,MAHUVA,0,5th Pass,2735280.0, 0,AAP,"Rs 27,35,280 ~ 27 Lacs+",1,0,0,0
441,Alimahamad Hanifbhai Halari,MAHUVA,0,8th Pass,4481800.0, 1115000,IND,"Rs 44,81,800 ~ 44 Lacs+",1,0,0,0
442,Gohil Shivabhai Jerambhai,MAHUVA,0,8th Pass,24793723.0, 2000000,BJP,"Rs 2,47,93,723 ~ 2 Crore+",1,0,1,0
443,Kunjankumar Rameshchandra Patel,MAHUVA (ST),0,Post Graduate,3378370.0, 1190315,AAP,"Rs 33,78,370 ~ 33 Lacs+",1,0,0,1
444,Mohanbhai Dhanjibhai Dhodiya,MAHUVA (ST),0,8th Pass,20018546.0, 1300000,BJP,"Rs 2,00,18,546 ~ 2 Crore+",1,0,1,0
445,Garasiya Hemangini Dipakkumar,MAHUVA (ST),0,Graduate Professional,83458440.0, 28638966,INC,"Rs 8,34,58,440 ~ 8 Crore+",0,0,1,1
446,Rameshprasad Kashiram Chamar,MAJURA,0,10th Pass,2351700.0, 1600000,BSP,"Rs 23,51,700 ~ 23 Lacs+",1,0,0,0
447,Balwant Shantilal Jain,MAJURA,0,12th Pass,21931426.0, 12735000,INC,"Rs 2,19,31,426 ~ 2 Crore+",1,0,1,0
448,P V S Sarma,MAJURA,2,Post Graduate,169491888.0, 66038313,AAP,"Rs 16,94,91,888 ~ 16 Crore+",1,1,1,1
449,Harsh Ramesh Sanghvi,MAJURA,1,8th Pass,174274927.0, 83177314,BJP,"Rs 17,42,74,927 ~ 17 Crore+",1,0,1,0
450,Rathod Bhavinkumar Shantilal,MANAVADAR,3,Graduate Professional,215015.0, 312000,IND,"Rs 2,15,015 ~ 2 Lacs+",1,1,0,1
451,Mahesh Parmar,MANAVADAR,0,10th Pass,401457.0, 0,IND,"Rs 4,01,457 ~ 4 Lacs+",1,0,0,0
452,Muchhadiya Devdanbhai Kanabhai,MANAVADAR,0,Graduate Professional,1150000.0, 0,BSP,"Rs 11,50,000 ~ 11 Lacs+",1,0,0,1
453,Arvindbhai Jinabhai Ladani,MANAVADAR,0,12th Pass,9611654.0, 336000,INC,"Rs 96,11,654 ~ 96 Lacs+",1,0,0,0
454,Karangiya Parbatbhai Bhayabhai,MANAVADAR,0,10th Pass,14373489.0, 600000,IND,"Rs 1,43,73,489 ~ 1 Crore+",1,0,1,0
455,Karshan Parbat Bhadarka (Bapu),MANAVADAR,0,Post Graduate,59364567.0, 23682089,AAP,"Rs 5,93,64,567 ~ 5 Crore+",1,0,1,1
456,Jawaharbhai Pethaljibhai Chavda,MANAVADAR,2,10th Pass,1301580411.0, 91449728,BJP,"Rs 1,30,15,80,411 ~ 130 Crore+",1,1,1,0
457,Kishorbhai Dheda,MANDVI,0,10th Pass,735600.0, 0,BSP,"Rs 7,35,600 ~ 7 Lacs+",1,0,0,0
458,Vachhiya Lakhmir Rabari,MANDVI,0,5th Pass,1450000.0, 0,Praja Vijay Paksh,"Rs 14,50,000 ~ 14 Lacs+",1,0,0,0
459,Sameja Abdulkarim Amad,MANDVI,4,8th Pass,1633600.0, 0,IND,"Rs 16,33,600 ~ 16 Lacs+",1,1,0,0
460,Advocate Mahamadiqbal Manjaliya,MANDVI,0,Graduate Professional,5705000.0, 1531000,All India Majlis-E-Ittehadul Muslimeen,"Rs 57,05,000 ~ 57 Lacs+",1,0,0,1
461,Sangar Shivji Budhiya,MANDVI,0,5th Pass,12737915.0, 700000,IND,"Rs 1,27,37,915 ~ 1 Crore+",1,0,1,0
462,Rajendrasinh A. Jadeja,MANDVI,0,12th Pass,38346602.0, 11911533,INC,"Rs 3,83,46,602 ~ 3 Crore+",1,0,1,0
463,Aniruddha Bhailal Dave,MANDVI,0,Post Graduate,90696946.0, 5989452,BJP,"Rs 9,06,96,946 ~ 9 Crore+",1,0,1,1
464,Kailasdan K. Gadhvi,MANDVI,0,Graduate,101247148.0, 46138654,AAP,"Rs 10,12,47,148 ~ 10 Crore+",1,0,1,1
465,Bachubhai Gumanbhai Chaudhari,MANDVI (ST),0,5th Pass,165000.0, 0,Bhartiya Tribal Party,"Rs 1,65,000 ~ 1 Lacs+",1,0,0,0
466,Saynaben Rustambhai Gamit,MANDVI (ST),0,12th Pass,343333.0, 0,AAP,"Rs 3,43,333 ~ 3 Lacs+",0,0,0,0
467,Chaudhari Pradipbhai Thagabhai,MANDVI (ST),0,10th Pass,1018289.0, 0,IND,"Rs 10,18,289 ~ 10 Lacs+",1,0,0,0
468,Sureshkumar Jivanbhai Gamit,MANDVI (ST),0,8th Pass,1105397.0, 0,IND,"Rs 11,05,397 ~ 11 Lacs+",1,0,0,0
469,Anandbhai Mohanbhai Chaudhari,MANDVI (ST),0,Others,6116335.0, 0,INC,"Rs 61,16,335 ~ 61 Lacs+",1,0,0,0
470,Kunvarjibhai Narsinhbhai Halpati,MANDVI (ST),0,Graduate Professional,10780874.0, 2749374,BJP,"Rs 1,07,80,874 ~ 1 Crore+",1,0,1,1
471,Ashokbhai Chhotubhai Chaudhary,MANDVI (ST),0,Graduate,16268661.0, 3000000,BSP,"Rs 1,62,68,661 ~ 1 Crore+",1,0,1,1
472,Hanshaben Vijaykumar Makadiya,MANGROL,0,Graduate,345000.0, 0,BSP,"Rs 3,45,000 ~ 3 Lacs+",0,0,0,1
473,Hamirbhai Lakhmanbhai Dhama,MANGROL,0,8th Pass,555000.0, 0,IND,"Rs 5,55,000 ~ 5 Lacs+",1,0,0,0
474,Babubhai Kalabhai Vaja,MANGROL,0,10th Pass,8285924.0, 428200,INC,"Rs 82,85,924 ~ 82 Lacs+",1,0,0,0
475,Piyush Parmar,MANGROL,3,Graduate,8522178.0, 3115341,AAP,"Rs 85,22,178 ~ 85 Lacs+",1,1,0,1
476,Kargatiya Bhagvanjibhai Lakhabhai,MANGROL,0,10th Pass,12550000.0, 0,BJP,"Rs 1,25,50,000 ~ 1 Crore+",1,0,1,0
477,Sulemanbhai Mohmadbhai Patel,MANGROL,1,Graduate,56185000.0, 12700000,All India Majlis-E-Ittehadul Muslimeen,"Rs 5,61,85,000 ~ 5 Crore+",1,0,1,1
478,Sahdev Vasava (Advocate),MANGROL (ST),0,Graduate Professional,55700.0, 80000,BSP,"Rs 55,700 ~ 55 Thou+",1,0,0,1
479,Vasava Subhashbhai Kanjibhai,MANGROL (ST),0,8th Pass,150000.0, 0,Bhartiya Tribal Party,"Rs 1,50,000 ~ 1 Lacs+",1,0,0,0
480,Snehalkumar Ramsing Vasava,MANGROL (ST),0,12th Pass,1961808.0, 830000,AAP,"Rs 19,61,808 ~ 19 Lacs+",1,0,0,0
481,Anilbhai Sumanbhai Chaudhari,MANGROL (ST),0,Graduate,8286886.0, 1802585,INC,"Rs 82,86,886 ~ 82 Lacs+",1,0,0,1
482,Ganpatsinh Vestabhai Vasava,MANGROL (ST),0,Graduate,84506704.0, 41767352,BJP,"Rs 8,45,06,704 ~ 8 Crore+",1,0,1,1
483,Ashvinkumar Haribhai Tundiya,MORBI,0,10th Pass,167000.0, 0,IND,"Rs 1,67,000 ~ 1 Lacs+",1,0,0,0
484,Jadav Maheshbhai Dhanjibhai,MORBI,0,5th Pass,293000.0, 0,IND,"Rs 2,93,000 ~ 2 Lacs+",1,0,0,0
485,Madhu Nirupaben Natavarlal,MORBI,0,Graduate Professional,499000.0, 0,IND,"Rs 4,99,000 ~ 4 Lacs+",0,0,0,1
486,Shahmadar Daudsha Rahemansha,MORBI,0,8th Pass,515841.0, 0,IND,"Rs 5,15,841 ~ 5 Lacs+",1,0,0,0
487,Arifkhan Mahmadhusen Khoram,MORBI,0,8th Pass,541100.0, 0,IND,"Rs 5,41,100 ~ 5 Lacs+",1,0,0,0
488,Gulam Hanifbhai Movar,MORBI,0,Literate,545230.0, 0,IND,"Rs 5,45,230 ~ 5 Lacs+",1,0,0,0
489,Ekbalbhai Hushenbhai Katiya,MORBI,0,Literate,1158400.0, 167086,IND,"Rs 11,58,400 ~ 11 Lacs+",1,0,0,0
490,Jeda Akbar Husen,MORBI,0,8th Pass,1223082.0, 0,IND,"Rs 12,23,082 ~ 12 Lacs+",1,0,0,0
491,Gopal Vinubhai Sitapara,MORBI,0,10th Pass,1359500.0, 348000,IND,"Rs 13,59,500 ~ 13 Lacs+",1,0,0,0
492,Hasan Alubhai Movar,MORBI,0,Literate,1380000.0, 0,IND,"Rs 13,80,000 ~ 13 Lacs+",1,0,0,0
493,Kasambhai Hajibhai Sumara,MORBI,0,12th Pass,1440000.0, 0,BSP,"Rs 14,40,000 ~ 14 Lacs+",1,0,0,0
494,Balvantbhai Nathubhai Shekhva,MORBI,0,Literate,1702000.0, 0,IND,"Rs 17,02,000 ~ 17 Lacs+",1,0,0,0
495,Vivek Jayantilal Mirani Alias(Bablubhai),MORBI,1,12th Pass,4220000.0, 0,IND,"Rs 42,20,000 ~ 42 Lacs+",1,0,0,0
496,Siraj Amirali Popatiya,MORBI,0,10th Pass,4656800.0, 1100000,IND,"Rs 46,56,800 ~ 46 Lacs+",1,0,0,0
497,Pankaj Kantilal Ransariya,MORBI,1,12th Pass,35267065.0, 13733537,AAP,"Rs 3,52,67,065 ~ 3 Crore+",1,0,1,0
498,Amrutiya Kantilal Shivlal,MORBI,0,12th Pass,92358032.0, 33286579,BJP,"Rs 9,23,58,032 ~ 9 Crore+",1,0,1,0
499,Patel Jayantilal Jerajbhai,MORBI,0,Graduate,231976432.0, 23450716,INC,"Rs 23,19,76,432 ~ 23 Crore+",1,0,1,1
500,Dr. Prafulbhai Devjibhai Vasava,NANDOD (ST),4,Doctorate,4204144.0, 2515000,AAP,"Rs 42,04,144 ~ 42 Lacs+",1,1,0,1
501,Maheshbhai Saradbhai Vasava (Manabhai),NANDOD (ST),0,12th Pass,9000000.0, 0,Bhartiya Tribal Party,"Rs 90,00,000 ~ 90 Lacs+",1,0,0,0
502,Hareshbhai Jayantibhai Vasava,NANDOD (ST),1,Post Graduate,9860000.0, 0,INC,"Rs 98,60,000 ~ 98 Lacs+",1,0,0,1
503,Harshadbhai Chunilal Vasava,NANDOD (ST),0,Graduate,33933000.0, 8684503,IND,"Rs 3,39,33,000 ~ 3 Crore+",1,0,1,1
504,Dr. Darshna Chandubhai Deshmukh(Vasava),NANDOD (ST),0,Post Graduate,36953667.0, 4180000,BJP,"Rs 3,69,53,667 ~ 3 Crore+",0,0,1,1
505,Mahendrakumar Solanki (Rakeshkumar),NAVSARI,0,8th Pass,130000.0, 0,BSP,"Rs 1,30,000 ~ 1 Lacs+",1,0,0,0
506,Govindbhai Laxmanbhai Rathod,NAVSARI,0,5th Pass,2795000.0, 195000,IND,"Rs 27,95,000 ~ 27 Lacs+",1,0,0,0
507,Upeshkumar Mohanbhai Patel,NAVSARI,0,12th Pass,3706431.0, 2555501,AAP,"Rs 37,06,431 ~ 37 Lacs+",1,0,0,0
508,Kalpanaben Percy Munshi,NAVSARI,0,Others,14841019.0, 190706,IND,"Rs 1,48,41,019 ~ 1 Crore+",0,0,1,0
509,Desai Rakesh Gunvantbhai,NAVSARI,0,Others,18946056.0, 1790784,BJP,"Rs 1,89,46,056 ~ 1 Crore+",1,0,1,0
510,Dipak Barot,NAVSARI,1,10th Pass,85873743.0, 4263008,INC,"Rs 8,58,73,743 ~ 8 Crore+",1,0,1,0
511,Vinabhai Bablabhai Gamit,NIZAR (ST),0,Literate,217200.0, 0,IND,"Rs 2,17,200 ~ 2 Lacs+",1,0,0,0
512,Manishbhai Prakashbhai Vasava,NIZAR (ST),0,Post Graduate,561898.0, 0,IND,"Rs 5,61,898 ~ 5 Lacs+",1,0,0,1
513,Samirbhai Janakbhai Naik,NIZAR (ST),0,10th Pass,1377840.0, 0,Bhartiya Tribal Party,"Rs 13,77,840 ~ 13 Lacs+",1,0,0,0
514,Dr.Jayrambhai Chemabhai Gamit,NIZAR (ST),0,Doctorate,4696210.0, 143261,BJP,"Rs 46,96,210 ~ 46 Lacs+",1,0,0,1
515,Arvindbhai Singabhai Gamit,NIZAR (ST),1,10th Pass,5611000.0, 797000,AAP,"Rs 56,11,000 ~ 56 Lacs+",1,1,0,0
516,Sunilbhai Ratanjibhai Gamit,NIZAR (ST),0,Graduate,8629086.0, 2586585,INC,"Rs 86,29,086 ~ 86 Lacs+",1,0,0,1
517,Dipakbhai Pravinbhai Rathod,OLPAD,1,10th Pass,85000.0, 0,CPI(M),"Rs 85,000 ~ 85 Thou+",1,0,0,0
